Program,Discipline,SUBJ,CRSE_NUMB,CRS ID,CRS TITLE,CSLO
Health Sciences,Kinesiology,KIN,C289,KIN C289,Exercise Testing&Prescription,"Determine initial frequency, intensity, time (duration), and type (i.e., the FITT principle of exercise prescription) of exercise based on goals, medical history, and assessment results.  Develop a comprehensive (i.e., physical fitness, goals, behavior) p"
Health Sciences,Physical Education,PE,C101,PE C101,Personal Fitness and Wellness,"Define the principles of physical fitness and explain the physiological benefits of movement, physical activity and wellness.  Demonstrate accepted research techniques in supporting or critiquing opinions and ideas in articles on fitness/wellness.  Demons"
Health Sciences,Physical Education,PE,C115,PE C115,Tai Chi,"Apply major theories and principles of Tai Chi to everyday life.  Utilize appropriate posture, breathing, coordination, and balance in performing Tai Chi movements."
Health Sciences,Physical Education,PE,C116,PE C116,Tai Chi Intermediate,"Apply major theories and principles of Tai Chi to everyday life.  Utilize appropriate posture, breathing, coordination, and balance in performing Tai Chi movements.   Apply knowledge of Tai Chi movements in other sports and activities for improved perform"
Health Sciences,Physical Education,PE,C118,PE C118,Intro To Yoga,"Apply major theories and principles of Yoga to everyday life.   Utilize appropriate posture, breathing, coordination, and balance in performing Yoga movements.  Select appropriate techniques for stress reduction, mental clarity, and well-being."
Health Sciences,Physical Education,PE,C119,PE C119,Hatha Yoga,"Apply major theories and principles of Hatha Yoga to everyday life.   Utilize appropriate posture, breathing, coordination, and balance in performing Yoga movements.   Select appropriate techniques for stress reduction, mental clarity, and well-being."
Health Sciences,Physical Education,PE,C121,PE C121,Power Yoga,"Apply major theories and principles of Power Yoga to everyday life.   Utilize appropriate posture and technique in performing intermediate Power Yoga movements.   Select appropriate techniques for stress reduction, mental clarity, and well-being."
Health Sciences,Physical Education,PE,C126,PE C126,Relaxation Movements,"Apply major theories and principles of relaxation and movements to everyday life.  Utilize appropriate basic posture and technique in performing relaxation movements.  Select appropriate techniques for stress reduction, mental clarity, and well-being."
Health Sciences,Physical Education,PE,C169,PE C169,Self Defense Arts,Demonstrate self-defense awareness.   Apply self-defense traditions from various martial arts to an overall program of fitness and well-being.
Health Sciences,Physical Education,PE,C201,PE C201,Fitness for Life,"Explain the principles of physical fitness.  Assess selected aspects of current level of physical fitness.  Demonstrate ability to make health related decisions as a consumer.  Apply behavior change, nutrition, and fitness principles to the personal fitne"
International Languages,Arabic,ARAB,C180,ARAB C180,Elementary Arabic 1,"Demonstrate an emerging awareness of significant differences in culture-specific behaviors between the cultures of the Arab peoples and those of the United States by identifying the culture in which the variant is practiced (personal space, non-verbal beh"
International Languages,Arabic,ARAB,C180A,ARAB C180A,Elementary Arabic 1A,"Given oral or written input by a native or near-native speaker of Arabic, demonstrate oral/aural or written competency at the elementary level by communicating in comprehensible language on topics related to self, immediate environment, courtesy requireme"
International Languages,Arabic,ARAB,C180B,ARAB C180B,Elementary Arab 1B,"Given oral or written input by a native or near-native, the speaker of the target language, demonstrate oral/aural or written competency at the elementary level by communicating in comprehensible language on topics related to self, immediate environment, "
International Languages,Arabic,ARAB,C182,ARAB C182,Conversational Arabic,"Given oral or written input by a native or near-native speaker of Arabic, ability to demonstrate oral/aural or written competency at the elementary level by communicating in comprehensible language on topics related to self, immediate environment, courtes"
International Languages,Arabic,ARAB,C185,ARAB C185,Elementary Arabic 2,"Demonstrate oral/aural or written competency at the advanced elementary level by communicating in comprehensible language to a (native/near-native) speaker on topics related to self, immediate environment, courtesy requirements and personal needs, past ex"
International Languages,Arabic,ARAB,C185A,ARAB C185A,Elementary Arabic 2A,"Given oral or written input by a native or near-native speaker of the target language, demonstrate oral/aural or written competency at the advanced elementary level by communicating in comprehensible language to a (native/near-native) speaker on topics re"
International Languages,Arabic,ARAB,C185B,ARAB C185B,Elementary Arabic 2B,"Given oral or written input by a native or near-native speaker of the target language, demonstrate oral/aural or written competency at the advanced elementary level by communicating in comprehensible language to a (native/near-native) speaker on topics re"
International Languages,Arabic,ARAB,C280A,ARAB C280A,Intermediate Arabic 1A,Demonstrate oral/aural and written competency at the beginning intermediate level.  Demonstrate knowledge of significant differences in culture-specific behaviors between the cultures of the Arabic-speaking world and the United States.
International Languages,Arabic,ARAB,C280B,ARAB C280B,Intermediate Arabic 1B,Demonstrate oral/aural or written competency at the intermediate level.  Demonstrate knowledge of significant differences in cultural practices of the Arabic-speaking countries.
International Languages,Arabic,ARAB,C285A,ARAB C285A,Intermediate Arabic 2A,Demonstrate oral/aural and written competency at the advanced intermediate level.  Demonstrate knowledge of significant differences in culture-specific behaviors between the cultures of the Arabic-speaking world and the United States.  between the culture
International Languages,Arabic,ARAB,C285B,ARAB C285B,Intermediate Arabic 2B,Demonstrate oral/aural and written competency at the advanced intermediate level.  Demonstrate knowledge of significant differences in culture-specific behaviors between the cultures of the Arabic-speaking world and the United States.
International Languages,Chinese,CHIN,C180,CHIN C180,Elementary Chinese 1,"Given oral or written input by a native or near-native speaker of Chinese, demonstrate oral/aural or written competency at the elementary level by communicating in comprehensible language on topics related to self, immediate environment, courtesy requirem"
International Languages,Chinese,CHIN,C185,CHIN C185,Elementary Chinese 2,"Recognize and produce the Chinese language at the intermediate elementary level in the four primary areas of communication: listening, speaking, reading, and writing.  Demonstrate an understanding for and appreciation of the cultural practices of the vari"
International Languages,French,FREN,C180,FREN C180,Elementary French 1,"Given spoken or written input by a native or near-native speaker of the target language, demonstrate oral/aural or written competency at the elementary level by communicating in comprehensible language on topics related to themselves and to their environm"
International Languages,French,FREN,C185,FREN C185,Elementary French 2,"Use simple sentences and questions to communicate basic needs, desires, and thoughts in intermediate elementary French.  Demonstrate an understanding of francophone customs and cultures as they determine the use of morphology, syntax, and semantics as wel"
International Languages,French,FREN,C280,FREN C280,Intermediate French 1,"Demonstrate oral/aural and written linguistic competence at the intermediate level. 	 Demonstrate a knowledge of French cultural behaviors throughout the French-speaking world."
International Languages,French,FREN,C285,FREN C285,Intermediate French 2,"Demonstrate oral/aural and written competency at the advanced intermediate level. 	 Demonstrate an understanding of a variety of cultural practices found in the French-speaking countries (personal space, non-verbal behavior, treatment of opposite sex, tre"
International Languages,Japanese,JAPN,C180,JAPN C180,Elementary Japanese 1,"Given oral or written input by a native or near-native speaker of Japanese, demonstrate oral/aural or written competency at the elementary level by communicating in comprehensible language to a (native/near-native) speaker on topics related to self, immed"
International Languages,Japanese,JAPN,C185,JAPN C185,Elementary Japanese 2,"Recognize and produce the Japanese language at the advanced beginning level in the four primary areas of communication: listening, speaking, reading, and writing. 	 Describe and analyze significant differences in culture-specific behaviors between the cul"
International Languages,Spanish,SPAN,C160,SPAN C160,Spanish for Spanish Spkr 1,"Demonstrate ability to read, analyze, and respond, orally and writing, to texts of various literary genres in Spanish using correct grammar and punctuation.  Demonstrate a better understanding and appreciation of basic cultural topics related to the Spani"
International Languages,Spanish,SPAN,C165,SPAN C165,Spanish for Spanish Spkrs 2,"Read, analyze, and respond orally and in writing, to texts of various literary genres in Spanish by  formulating logical sentences using newly-acquired vocabulary and idiomatic expressions and writing coherent essays and compositions in Spanish applying n"
International Languages,Spanish,SPAN,C180,SPAN C180,Elementary Spanish 1,"Given oral or written input by a native or near-native speaker of Spanish, demonstrate oral/aural or written competency at the elementary level by communicating in comprehensible language to a (native/near-native) speaker on topics related to self, immedi"
International Languages,Spanish,SPAN,C180A,SPAN C180A,Elem Spanish 1A,"Given oral or written input by a native or near-native speaker of the target language, demonstrate oral/aural or written competency at the elementary level by communicating in comprehensible language to a (native/near-native) speaker on topics related to "
International Languages,Spanish,SPAN,C180B,SPAN C180B,Elementary Spanish 1B,"Given oral or written input by a native or near-native speaker of Spanish, demonstrate oral/aural or written competency at the elementary level by communicating in comprehensible language to a (native/near-native) speaker on topics related to self, immedi"
International Languages,Spanish,SPAN,C185,SPAN C185,Elementary Spanish 2,"Given oral or written input by a native or near-native speaker of the target language, demonstrate oral/aural or written competency at the advanced elementary level by communicating in comprehensible language to a (native/near-native) speaker on topics re"
International Languages,Spanish,SPAN,C185A,SPAN C185A,Elementary Spanish 2A,"Given oral or written input by a native or near-native speaker of Spanish, demonstrate oral/aural or written competency at the advanced elementary level by communicating in comprehensible language to a (native/near-native) speaker on topics related to sel"
International Languages,Spanish,SPAN,C185B,SPAN C185B,Elementary Spanish 2B,"Given oral or written input by a native or near-native speaker of Spanish, demonstrate oral/aural or written competency at the advanced elementary level by communicating in comprehensible language to a (native/near-native) speaker on topics related to sel"
International Languages,Spanish,SPAN,C280,SPAN C280,Intermediate Spanish 1,"Demonstrate oral/aural and written competency at the intermediate level. 	 Demonstrate an increasing awareness of various cultural differences between the Spanish-speaking countries and the United States."
International Languages,Spanish,SPAN,C280A,SPAN C280A,Intermediate Spanish 1A,"Given oral or written input by a native or near-native speaker of Spanish, demonstrate oral/aural or written competency at the beginning intermediate level by communicating in comprehensible language to a (native/near-native) speaker on topics related to "
International Languages,Spanish,SPAN,C280B,SPAN C280B,Intermediate Spanish 1B,"Given oral or written input by a native or near-native speaker of Spanish, demonstrate oral/aural or written competency at the intermediate level by communicating in comprehensible language to a (native/near-native) speaker on topics related to self, imme"
International Languages,Spanish,SPAN,C285,SPAN C285,Intermediate Spanish 2,"Demonstrate oral/aural and written competency at the advanced intermediate level.  Demonstrate an understanding of a variety of cultural practices found in the Spanish-speaking countries (personal space, non-verbal behavior, treatment of opposite sex, tre"
International Languages,Vietnamese,VIET,C160,VIET C160,Viet For Viet Speakers,Differentiate between spoken and written language and between formal and familiar Vietnamese linguistic patterns with attention to the orthographic code and mechanics of writing.  Demonstrate the techniques of public speaking by engaging in a debate.  Com
International Languages,Vietnamese,VIET,C180,VIET C180,Elementary Vietnamese 1,Demonstrate the ability to compose oral and written utterances to indicate understanding of early beginning level of spoken and written Vietnamese.  Demonstrate knowledge of various aspects of the cultures of the Vietnamese-speaking people.
International Languages,Vietnamese,VIET,C185,VIET C185,Elementary Vietnamese 2,"Demonstrate the ability to comprehend, compose and construct oral and written responses to beginning level Vietnamese as spoken by native or near-native speakers.  Demonstrate knowledge of various aspects of the cultures of the peoples of Vietnamese-speak"
International Languages,Vietnamese,VIET,C280,VIET C280,Intermediate Vietnamese 1,Demonstrate ability to respond orally and in writing in two dialects in intermediate-level spoken and written Vietnamese.  Demonstrate knowledge of unique cultural aspects of the Vietnamese-speaking people.
International Languages,Vietnamese,VIET,C285,VIET C285,Intermediate Vietnamese 2,Demonstrate ability to respond orally and in writing in two dialects in advanced intermediate level on a variety of topics.  Demonstrate knowledge of unique cultural aspects of the Vietnamese-speaking people at the advanced intermediate-level in spoken an
Library,Library,LIBR,C110,LIBR C110,Lib Research/Info Comp,"Demonstrate research and critical thinking skills to organize, synthesize, and evaluate information.  Locate, use, and evaluate print and/or electronic resources utilized to support college-level research."
Mathematics,Mathematics,MATH,C001N,MATH C001N,Math for the Workforce 1,Demonstrate numerical literacy and quantitative reasoning skills in arithmetic.
Mathematics,Mathematics,MATH,C002N,MATH C002N,Math for the Workforce 2,Demonstrate numerical literacy and quantitative reasoning skills in pre-algebra.
Mathematics,Mathematics,MATH,C080N,MATH C080N,Math Center,Describe strategies to reduce class and test anxiety.  Identify one study strategy to increase course success.
Mathematics,Mathematics,MATH,C091,MATH C091,Support for College Algebra,"Apply the concept of a function; solve and graph quadratic, rational, radical, exponential, and logarithmic functions at a pre-collegiate level."
Mathematics,Mathematics,MATH,C092,MATH C092,Support for Trigonometry,Use proportions to set up and solve equations based on similar polygons.  Factor a trinomial with a leading coefficient other than 1.
Mathematics,Mathematics,MATH,C093,MATH C093,Support Pathway to Calculus,"Demonstrate proficiency of concepts to solve, graph, model, and apply various  algebraic functions.   Apply geometry formulas.   Use appropriate technology such as calculators or computer software to enhance mathematical thinking, visualization, and under"
Mathematics,Mathematics,MATH,C094,MATH C094,Support for Business Calculus,"Demonstrate proficiency of concepts to solve, graph, model, and apply various collegiate-level algebraic functions."
Mathematics,Mathematics,MATH,C096,MATH C096,Support for Statistics,Summarize data graphically and numerically.  Choose the proper statistical procedure for performing an experiment and collecting data.
Mathematics,Mathematics,MATH,C097,MATH C097,Support for Precalculus,"Apply the concept of a function; solve and graph quadratic, rational, radical, exponential, and logarithmic functions at a pre-collegiate level."
Mathematics,Mathematics,MATH,C098,MATH C098,Support for Calculus 1,"Given a function, find real and complex roots, graph polynomial and trigonometric equations, and decompose a rational expression."
Mathematics,Mathematics,MATH,C099,MATH C099,Support for Liberal Arts Math,"Solve scenario-based problems involving linear graphing, numerical conversion, and basic statistical measures."
Mathematics,Mathematics,MATH,C100,MATH C100,Liberal Arts Mathematics,"Apply mathematics and quantitative reasoning to management of personal finance including credit card debt, loans, savings plans, mortgages, investments, and taxes.  Model and predict real-world quantities that are increasing and decreasing using percentag"
Mathematics,Mathematics,MATH,C101,MATH C101,Applied Mathematics,Apply critical thinking and mathematical principles to analyze arguments.  Solve applications related to finance.  Organize statistical data to draw appropriate conclusions.  Convert units between the U.S. customary measurement and metric measurement syst
Mathematics,Mathematics,MATH,C103,MATH C103,Statistics For Elemen Teachers,"Collect, analyze, and summarize sample data; write inferences; make predictions; and explain the learning process used by elementary school students to master these topics."
Mathematics,Mathematics,MATH,C104,MATH C104,Mathematics for Elem Teachers,"Demonstrate conceptual understanding of mathematical topics through the use of connections, modeling, and representations in verbal and written explanation.  Apply mathematical thinking and modeling to solve application problems.  Use technology appropria"
Mathematics,Mathematics,MATH,C106,MATH C106,Geometry for Elem Teachers,Apply Euclidean geometry and graph and network theory at a collegiate level and explain the learning process used by elementary school students to master these topics.
Mathematics,Mathematics,MATH,C115,MATH C115,College Algebra,"Demonstrate proficiency of concepts to solve, graph, model, and apply various collegiate level algebraic functions."
Mathematics,Mathematics,MATH,C120,MATH C120,Trigonometry,Identify and apply the laws and functions for trigonometric functions and inverse trigonometric functions.
Mathematics,Mathematics,MATH,C135,MATH C135,Pathway to Calculus,"Solve and apply equations and inequalities including linear, quadratic, absolute value, polynomial, rational, radical, exponential and logarithmic equations.   Apply techniques for finding zeros of polynomial functions.   Solve trigonometric equations.   "
Mathematics,Mathematics,MATH,C140,MATH C140,Business Calculus,"Use limits, derivatives, and integrals to apply methods of calculus in business and other real-world applications."
Mathematics,Mathematics,MATH,C150,MATH C150,Finite Math with Applications,"Solve problems involving linear programming, probability and statistics, finance, set theory, and other applications of mathematics."
Mathematics,Mathematics,MATH,C170,MATH C170,Precalculus,Graph polynomial and rational functions.   Obtain and simplify the difference quotient for a given function.   Solve trigonometric equations.
Mathematics,Mathematics,MATH,C180,MATH C180,Calculus 1,"Apply differential calculus and integration skills to solve problems involving maxima and minima, optimization. "
Mathematics,Mathematics,MATH,C180,MATH C180,Calculus 1,Apply differential calculus and integration skills to solve problems involving areas bounded by a function and the coordinate axis.
Mathematics,Mathematics,MATH,C185,MATH C185,Calculus 2,"Apply higher-level integration skills appropriate for STEM majors, including but not limited to: evaluate indefinite and definite integrals using a variety of integration formulas and techniques, and differentiate and integrate functions in parametric for"
Mathematics,Mathematics,MATH,C230,MATH C230,Introduction to Discrete Math,"Write solutions to introductory combinatorial problems, using foundational techniques such as recursion, symbolic logic, Boolean algebra, set theory, matrix representation, and/or finite state machines.  Write proofs in introductory combinatorics, using f"
Mathematics,Mathematics,MATH,C280,MATH C280,Calculus 3,"Apply multiple integrals, principles of differential calculus, and integration to solve problems involving vector fields and calculate partial derivatives."
Mathematics,Mathematics,MATH,C285,MATH C285,Intro/Linear Algebra/Diff Equ,Solve ordinary differential equations using elementary techniques including Laplace transformations.  Find eigenvalues and eigenvectors and use them in applications.  Prove basic results in linear algebra using appropriate proof-writing techniques such as
Mathematics,Mathematics,MATH,C291,MATH C291,Math Work Based Learning,"Evaluate education and career pathways in STEM fields.  Develop math-related activities, such as new mathematical results or new approach or explanation of existing results, that may be used for professional publication or presentation."
Paralegal Studies,Paralegal Studies,LAW,C100,LAW C100,Intro/Paralegal Studies,Apply the practical skills of an entry level paralegal to assignments in a legal setting.  Apply understanding of the federal and state court structure to entry level paralegal assignments in a legal setting.  Utilize understanding of entry level research
Paralegal Studies,Paralegal Studies,LAW,C105,LAW C105,Civil Litigation 1,Apply the basic principles of party selection and jurisdiction for proper designation in a court pleading.  Prepare a trial notebook based on an entry level paralegal assignment in a legal setting.  Utilize discovery and motions in the civil process in pr
Paralegal Studies,Paralegal Studies,LAW,C110,LAW C110,Civil Litigation 2,"Prepare and respond to discovery requests in a legal setting given a particular fact pattern.  Illustrate the uses and limitations of motions including motions to compel, summary judgment, and summary adjudication.  Describe the benefits and use of mediat"
Paralegal Studies,Paralegal Studies,LAW,C115,LAW C115,Criminal Litigation,Utilize the principles of criminal litigation procedure and basic rights provided by constitutional law in a legal setting given a specific fact scenario.  Research and prepare common motions given a specific fact situation.
Paralegal Studies,Paralegal Studies,LAW,C118,LAW C118,Legal Analysis/Briefing,Apply the methods and procedures of legal analysis through case briefing.  Formulate an internal legal memorandum using the proper structure that analyzes statutory and/or case authority given a factual scenario.  Apply and evaluate the methods and proced
Paralegal Studies,Paralegal Studies,LAW,C120,LAW C120,Legal Research,"Locate, analyze, and use primary authority; apply techniques for locating cross-references and collateral references interpreting the primary authorities in the process of legal research and writing.  Locate, analyze, and use secondary authority in the pr"
Paralegal Studies,Paralegal Studies,LAW,C121,LAW C121,Legal Research/CALR,"Locate, analyze, and use secondary and primary authority in legal research for preparation of a legal memorandum/appellate brief.  Apply the methods and procedures for citing and updating primary and secondary authority including research trail analysis. "
Paralegal Studies,Paralegal Studies,LAW,C122,LAW C122,Computer Legal Research,"Find and update primary authority to support application of the law to a fact situation in a client's case.  Integrate the resource materials into a research memorandum or report .  Formulate legal reasoning, analysis, interpretation, and application of t"
Paralegal Studies,Paralegal Studies,LAW,C126,LAW C126,Legal Aspects of Health Care,Apply basic legal and ethical standards to health care management situations given a specific factual scenario.   Analyze data and formulate a plan to resolve the legal aspects of a health care management issue given a specific factual scenario.
Paralegal Studies,Paralegal Studies,LAW,C127,LAW C127,Legal Procedure 1,"Perform the duties and functions at entry-level or above of a paralegal or legal assistant.   Prepare appropriate legal forms and documents for court filing in a civil action using a given specific fact pattern.  Analyze legal terminology and assess, sele"
Paralegal Studies,Paralegal Studies,LAW,C128,LAW C128,Legal Procedure 2,"Prepare in proper format all documents and procedural check lists for corporations, civil actions and criminal cases, as applied to specific fact patterns.  Select and use the different forms of business entitles and apply the procedures to form a small C"
Paralegal Studies,Paralegal Studies,LAW,C130,LAW C130,Law Office Management,Compose and assess the job requirements of paralegals and legal managers and be able to evaluate personnel problems and supervision techniques.  Analyze and solve technology problems for specific legal applications based on fact situations and be able to 
Paralegal Studies,Paralegal Studies,LAW,C135,LAW C135,Family Law,"Evaluate, distinguish between, and compare the legal aspects of the following areas of family law: validity of marriage, property determination, rights of the children, parenting plans, temporary orders and enforcement, mediation, arbitration, and trial. "
Paralegal Studies,Paralegal Studies,LAW,C142,LAW C142,Probate/Estate Planning,"Evaluate and prepare necessary court forms for probate administration based on a specific fact situation.  Analyze, summarize and assess selected probate related cases.  Demonstrate competence in selection of various tax planning mechanisms based on speci"
Paralegal Studies,Paralegal Studies,LAW,C144,LAW C144,Forensic Science and the Law,"Apply an understanding of proper procedures for securing, assessing and processing crime scenes in a law office or legal setting.  Apply an analysis of the methods of physical and trace evidence in a law office or other legal setting.  Apply basic analysi"
Paralegal Studies,Paralegal Studies,LAW,C148,LAW C148,Elder Law,"Evaluate the role of the paralegal and the ethical issues applied to estate planning and elder law procedures based on a given fact situation.  Assess, examine, and prepare the court documents to commence and prosecute legal actions to protect an elderly "
Paralegal Studies,Paralegal Studies,LAW,C150,LAW C150,Corporate/Business Orgs,"Assist an attorney in the formation, operation, and dissolution of business entities including partnerships, LLCs, and corporations, in a law office or other legal setting.  Apply ethical rules for a paralegal as they relate to business formation, mainten"
Paralegal Studies,Paralegal Studies,LAW,C152,LAW C152,Conflict Analysis/Resolution,Recognize the methods and procedures of conflict resolution and be able to apply the methods and procedures to given factual situations.  Distinguish between the different non-adjudicative solutions available in conflict resolution.  Apply and evaluate th
Paralegal Studies,Paralegal Studies,LAW,C154,LAW C154,Immigration Law,"Apply an understanding of federal agency rules to complete an immigration application in a law office or other legal setting under the supervision of an attorney.  Complete a nonimmigrant (temporary) visa for visiting, work, commerce, study or other purpo"
Paralegal Studies,Paralegal Studies,LAW,C155,LAW C155,Bankruptcy Law/Procedures,"Collect, analyze, and assess initial client information that will facilitate preparation of schedules and statements for a specified fact pattern.  Assess, compare, and evaluate exemptions offered to debtors through applicable state law which will provide"
Paralegal Studies,Paralegal Studies,LAW,C158,LAW C158,Intellectual Property,Define and identify the rights obtained under each protected class and determine the ethical obligations of paralegals regarding intellectual property when working with client case situations.  Draft a trademark application and/or copyright application gi
Paralegal Studies,Paralegal Studies,LAW,C160,LAW C160,Civil Trials and Evidence,"Analyze and examine the rules of evidence and the application of the rules to specific identified items of evidence.  Analyze, examine, assess, select, and create trial preparation materials and motions given a specific fact situation.  Explain the role o"
Paralegal Studies,Paralegal Studies,LAW,C161,LAW C161,Tort Law,"Evaluate and apply elements of tort law in a legal setting.  Analyze client-fact situations, spot issues, propose application of the appropriate tort law, and propose appropriate economic and non-economic civil remedies for a given wrong to a person.  Dis"
Paralegal Studies,Paralegal Studies,LAW,C164,LAW C164,Contract Law,Apply substantive general contract law and the parts of the Uniform Commercial Code applicable to transactions in goods given specific fact situations.  Analyze and evaluate appropriate elements of contract law in given client transactional matters.  Anal
Paralegal Studies,Paralegal Studies,LAW,C170,LAW C170,Computer Applications,"Explain the nomenclature of technology, including hardware, software, cloud computing, and data/record storage, as it is applicable to a legal environment.  Prepare documents in a legal environment using word processing, spreadsheet, PDF, and document ass"
Paralegal Studies,Paralegal Studies,LAW,C281,LAW C281,Work Experience Education,"Apply and build on theoretical and practical education in the performance of work tasks in chosen field.  Based on self-evaluation and supervisor feedback, develop appropriate professional development and career advancement goals."
Paralegal Studies,Paralegal Studies,LAW,C282,LAW C282,Work Experience Education,"Apply and build on theoretical and practical education in the performance of work tasks in chosen field.  Based on self-evaluation and supervisor feedback, develop appropriate professional development and career advancement goals."
Paralegal Studies,Paralegal Studies,LAW,C283,LAW C283,Work Experience Education,"Apply and build on theoretical and practical education in the performance of work tasks in chosen field.  Based on self-evaluation and supervisor feedback, develop appropriate professional development and career advancement goals."
Paralegal Studies,Paralegal Studies,LAW,C284,LAW C284,Work Experience Education,"Apply and build on theoretical and practical education in the performance of work tasks in chosen field.  Based on self-evaluation and supervisor feedback, develop appropriate professional development and career advancement goals."
Paralegal Studies,Paralegal Studies,LAW,C290,LAW C290,Legal Clinic Practicum/Ethics,"Assess communication processes and apply ethical issues and client confidentiality in a legal setting.  Compare and distinguish between conflicts of interest, legal advice, and the unauthorized practice of law (UPL).   Apply the theoretical knowledge gain"
Philosophy,Philosophy,PHIL,C100,PHIL C100,Introduction to Philosophy,"Analyze the substance of others' beliefs, including those of key philosophers, and conceptual frameworks and theories.  Explain, analyze, and critique philosophical terms and thought about the central topics of philosophy.  Apply philosophical skills in o"
Philosophy,Philosophy,PHIL,C102,PHIL C102,History of Ancient Philosophy,"Describe and appraise the philosophical questions that were raised by the Greek philosophers, including the pre-Socratics, Socrates, Plato, and Aristotle, as well as the arguments that these philosophers use to justify their positions.  Discriminate betwe"
Philosophy,Philosophy,PHIL,C113,PHIL C113,Environmental Ethics,"Demonstrate an ability to explain, critically evaluate, and apply philosophical arguments and theories regarding animal rights, pollution, resource management, sustainability, ecosystems and biodiversity, fair distribution of burdens and responsibilities "
Philosophy,Philosophy,PHIL,C115,PHIL C115,Logic and Critical Thinking,"Identify and explain the structure of deductive and inductive reasoning.  Demonstrate the ability to apply formal logic methods including translation, truth functional connectives, truth tables, propositional/sentential logic, and proofs/natural deduction"
Philosophy,Philosophy,PHIL,C120,PHIL C120,Ethics,"Identify and apply major ethical theories, terms, and principles in the Western philosophical tradition.  Evaluate the argumentative structure and justifications given in defense of various ethical theories and specific ethical issues.  Demonstrate the ab"
Philosophy,Philosophy,PHIL,C122,PHIL C122,Bioethics,"Identify the ethical issues involved and analyze those issues from multiple perspectives based on generally accepted ethical and moral standards.  Evaluate, examine, and analyze the ethical standards applied to decision-making."
Philosophy,Philosophy,PHIL,C140,PHIL C140,Business/Organizational Ethics,Identify business or organizational ethical issues involved in sample events or scenarios and analyze those issues from multiple business or organizational perspectives based on influential ethical theories in the Western analytic tradition.  Compare and 
Philosophy,Philosophy,PHIL,C220,PHIL C220,Introduction to Symbolic Logic,Translate natural language sentences into the symbolic language of truth functional logic and first order (predicate) logic.  Evaluate the logical properties of arguments using truth tables and natural deduction.  Test formal logic sentences and arguments
Physical Sciences,Astronomy,ASTR,C100,ASTR C100,Introduction to Astronomy,Describe the solar system members and the physical processes pertaining to the individual planets.  Compare and contrast nuclear fusion in different types of stars.  Differentiate among possible models of the Universe.
Physical Sciences,Astronomy,ASTR,C100L,ASTR C100L,Astronomy Laboratory,Explain the basic principles of astronomical observations and data reduction and analysis.  Apply proper strategies to derive various astronomical quantities.  Interpret various astronomical data.
Physical Sciences,Chemistry,CHEM,C100,CHEM C100,Principles of Chemistry,"Use critical thinking and problem-solving skills to explain natural phenomena, compare and contrast roles of biomolecules in living organisms such as nucleic acids (DNA, RNA), proteins, and fatty acids.  Support opinions and ideas regarding Chemistry's pl"
Physical Sciences,Chemistry,CHEM,C110,CHEM C110,Introduction to Chemistry,"Analyze the fundamental features of inorganic chemistry as they apply to organic and biochemistry including measurement and mathematical interconversion of physical properties such as mass, volume, density, temperature, solutions, and concentrations.  Use"
Physical Sciences,Chemistry,CHEM,C130,CHEM C130,Preparation for Gen Chemistry,"Use simple algebraic methods to solve computational problems in the areas of unit conversion, specific heat, stoichiometry, gas laws, and solutions. 	 Manipulate laboratory equipment so that he or she will be able to perform basic chemical experiments and"
Physical Sciences,Chemistry,CHEM,C140,CHEM C140,Survey of Chemistry/Physics,Correctly analyze natural phenomena using the concepts of physics and chemistry.  Identify and explain the most important discoveries in the fields of physics and chemistry.  Demonstrate understanding of basic concepts dealing with chemical reactions.  In
Physical Sciences,Chemistry,CHEM,C180,CHEM C180,General Chemistry A,"Recognize the basic states and properties of matter and distinguish between chemical and physical change  Write, balance, and perform calculations based on chemical reactions of various types and use the mole concept to quantify the amounts and compositio"
Physical Sciences,Chemistry,CHEM,C180L,CHEM C180L,General Chemistry A Lab,"Perform laboratory experiments accurately and record significant data.  Separate a mixture using the physical properties of the components.  Analyze data using graphs   Classify chemical reactions  Determine the heat of reaction, specific heats of metals "
Physical Sciences,Chemistry,CHEM,C185,CHEM C185,General Chemistry B,"Define reaction rate; describe the factors and mechanism that affect it; and determine the rate, rate constant, and rate law of a reaction.  Define equilibrium, describe the factors and mechanism that affect it and the various types of equilibrium reactio"
Physical Sciences,Chemistry,CHEM,C185L,CHEM C185L,General Chemistry B Lab,Construct rate laws for chemical reactions and match possible mechanisms for these reactions using the rate data.  Distinguish between different types of chemical equilibria and calculate the predicted amounts of reagents and products under equilibrium co
Physical Sciences,Chemistry,CHEM,C220,CHEM C220,Organic Chemistry A,"Deduce the structure of organic molecules using infrared and NMR spectroscopy  Apply Lewis structural theory, VSEPR theory, molecular orbital theory, resonance structures, and polarity to represent organic molecules.  Use IUPAC nomenclature rules to provi"
Physical Sciences,Chemistry,CHEM,C220L,CHEM C220L,Organic Chemistry A Lab,"Use logic and critical analysis to interpret data produced from infrared spectroscopy.  Employ common techniques in organic chemistry, including melting points, recrystallization, distillation, extraction, polarimetry, thin-layer, gas and column chromatog"
Physical Sciences,Chemistry,CHEM,C225,CHEM C225,Organic Chemistry B,"Interpret spectroscopic data pertaining to reactions involving dienes, aromatic molecules, and carbonyl containing systems  Use IUPAC nomenclature rules to provide systematic names for a chemical structure or sketch the appropriate chemical structure from"
