Program,PSLO ID,PSLO,Course
"Anthropology, Associate in Arts Degree for Transfer",PSLO 1,"Evaluate the cultural and biological differences and similarities throughout the world through knowledge gained by studying the holistic nature of the four-fields: physical/biological anthropology, cultural anthropology, linguistic anthropology, a",ANTH C150
"Anthropology, Associate in Arts Degree for Transfer",PSLO 1,"Evaluate the cultural and biological differences and similarities throughout the world through knowledge gained by studying the holistic nature of the four-fields: physical/biological anthropology, cultural anthropology, linguistic anthropology, a",MATH C160
"Anthropology, Associate in Arts Degree for Transfer",PSLO 1,"Evaluate the cultural and biological differences and similarities throughout the world through knowledge gained by studying the holistic nature of the four-fields: physical/biological anthropology, cultural anthropology, linguistic anthropology, a",PSYC C280
"Anthropology, Associate in Arts Degree for Transfer",PSLO 1,"Evaluate the cultural and biological differences and similarities throughout the world through knowledge gained by studying the holistic nature of the four-fields: physical/biological anthropology, cultural anthropology, linguistic anthropology, a",BIOL C220
"Anthropology, Associate in Arts Degree for Transfer",PSLO 1,"Evaluate the cultural and biological differences and similarities throughout the world through knowledge gained by studying the holistic nature of the four-fields: physical/biological anthropology, cultural anthropology, linguistic anthropology, a",GEOL C105
"Anthropology, Associate in Arts Degree for Transfer",PSLO 1,"Evaluate the cultural and biological differences and similarities throughout the world through knowledge gained by studying the holistic nature of the four-fields: physical/biological anthropology, cultural anthropology, linguistic anthropology, a",GEOL C105L
"Anthropology, Associate in Arts Degree for Transfer",PSLO 1,"Evaluate the cultural and biological differences and similarities throughout the world through knowledge gained by studying the holistic nature of the four-fields: physical/biological anthropology, cultural anthropology, linguistic anthropology, a",GEOL C106
"Anthropology, Associate in Arts Degree for Transfer",PSLO 1,"Evaluate the cultural and biological differences and similarities throughout the world through knowledge gained by studying the holistic nature of the four-fields: physical/biological anthropology, cultural anthropology, linguistic anthropology, a",GEOG C155
"Anthropology, Associate in Arts Degree for Transfer",PSLO 1,"Evaluate the cultural and biological differences and similarities throughout the world through knowledge gained by studying the holistic nature of the four-fields: physical/biological anthropology, cultural anthropology, linguistic anthropology, a",ANTH C175
"Anthropology, Associate in Arts Degree for Transfer",PSLO 1,"Evaluate the cultural and biological differences and similarities throughout the world through knowledge gained by studying the holistic nature of the four-fields: physical/biological anthropology, cultural anthropology, linguistic anthropology, a",FN C177
"Anthropology, Associate in Arts Degree for Transfer",PSLO 1,"Evaluate the cultural and biological differences and similarities throughout the world through knowledge gained by studying the holistic nature of the four-fields: physical/biological anthropology, cultural anthropology, linguistic anthropology, a",ANTH C190
"Anthropology, Associate in Arts Degree for Transfer",PSLO 1,"Evaluate the cultural and biological differences and similarities throughout the world through knowledge gained by studying the holistic nature of the four-fields: physical/biological anthropology, cultural anthropology, linguistic anthropology, a",CMST C150
"Anthropology, Associate in Arts Degree for Transfer",PSLO 1,"Evaluate the cultural and biological differences and similarities throughout the world through knowledge gained by studying the holistic nature of the four-fields: physical/biological anthropology, cultural anthropology, linguistic anthropology, a",ETHS C123
"Anthropology, Associate in Arts Degree for Transfer",PSLO 1,"Evaluate the cultural and biological differences and similarities throughout the world through knowledge gained by studying the holistic nature of the four-fields: physical/biological anthropology, cultural anthropology, linguistic anthropology, a",HIST C123
"Anthropology, Associate in Arts Degree for Transfer",PSLO 1,"Evaluate the cultural and biological differences and similarities throughout the world through knowledge gained by studying the holistic nature of the four-fields: physical/biological anthropology, cultural anthropology, linguistic anthropology, a",ETHS C233
"Anthropology, Associate in Arts Degree for Transfer",PSLO 1,"Evaluate the cultural and biological differences and similarities throughout the world through knowledge gained by studying the holistic nature of the four-fields: physical/biological anthropology, cultural anthropology, linguistic anthropology, a",SOC C233
"Anthropology, Associate in Arts Degree for Transfer",PSLO 1,"Evaluate the cultural and biological differences and similarities throughout the world through knowledge gained by studying the holistic nature of the four-fields: physical/biological anthropology, cultural anthropology, linguistic anthropology, a",HIST C115
"Anthropology, Associate in Arts Degree for Transfer",PSLO 1,"Evaluate the cultural and biological differences and similarities throughout the world through knowledge gained by studying the holistic nature of the four-fields: physical/biological anthropology, cultural anthropology, linguistic anthropology, a",MUS C103
"Anthropology, Associate in Arts Degree for Transfer",PSLO 1,"Evaluate the cultural and biological differences and similarities throughout the world through knowledge gained by studying the holistic nature of the four-fields: physical/biological anthropology, cultural anthropology, linguistic anthropology, a",SOC C100
"Anthropology, Associate in Arts Degree for Transfer",PSLO 1,"Evaluate the cultural and biological differences and similarities throughout the world through knowledge gained by studying the holistic nature of the four-fields: physical/biological anthropology, cultural anthropology, linguistic anthropology, a",SOC C130
"Art History, Associate in Arts Degree for Transfer",PSLO 1,"Interpret the major movements and concepts in art history. PSLO 2: Conduct original research in the history of art. PSLO 3: Comprehend the significance and application of art historical styles, cultures, and artists using appropriate art terminolo",
"Studio Arts, Associate in Arts Degree for Transfer",PSLO 1,"Display competence in the use of tools, materials and concepts by completing a portfolio of original art and design projects. PSLO 2: Demonstrate ability to evaluate works of art and design through critical discussion and written assignments. PSLO",
"Child and Adolescent Development, Associate in Arts Degree for Transfer",PSLO 1,"Will be eligible (with appropriate GPA) for seamless transfer into the CSU system to pursue a baccalaureate degree in Child and Adolescent Development or related major. PSLO 2: Will be able to apply major concepts of child adolescent development,",MATH C160
"Child and Adolescent Development, Associate in Arts Degree for Transfer",PSLO 1,"Will be eligible (with appropriate GPA) for seamless transfer into the CSU system to pursue a baccalaureate degree in Child and Adolescent Development or related major. PSLO 2: Will be able to apply major concepts of child adolescent development,",PSYC C100
"Child and Adolescent Development, Associate in Arts Degree for Transfer",PSLO 1,"Will be eligible (with appropriate GPA) for seamless transfer into the CSU system to pursue a baccalaureate degree in Child and Adolescent Development or related major. PSLO 2: Will be able to apply major concepts of child adolescent development,",PSYC C116
"Child and Adolescent Development, Associate in Arts Degree for Transfer",PSLO 1,"Will be eligible (with appropriate GPA) for seamless transfer into the CSU system to pursue a baccalaureate degree in Child and Adolescent Development or related major. PSLO 2: Will be able to apply major concepts of child adolescent development,",ANTH C100
"Child and Adolescent Development, Associate in Arts Degree for Transfer",PSLO 1,"Will be eligible (with appropriate GPA) for seamless transfer into the CSU system to pursue a baccalaureate degree in Child and Adolescent Development or related major. PSLO 2: Will be able to apply major concepts of child adolescent development,",EDUC C180
"Child and Adolescent Development, Associate in Arts Degree for Transfer",PSLO 1,"Will be eligible (with appropriate GPA) for seamless transfer into the CSU system to pursue a baccalaureate degree in Child and Adolescent Development or related major. PSLO 2: Will be able to apply major concepts of child adolescent development,",SOC C100
"Child and Adolescent Development, Associate in Arts Degree for Transfer",PSLO 1,"Will be eligible (with appropriate GPA) for seamless transfer into the CSU system to pursue a baccalaureate degree in Child and Adolescent Development or related major. PSLO 2: Will be able to apply major concepts of child adolescent development,",SOC C110
"Child and Adolescent Development, Associate in Arts Degree for Transfer",PSLO 1,"Will be eligible (with appropriate GPA) for seamless transfer into the CSU system to pursue a baccalaureate degree in Child and Adolescent Development or related major. PSLO 2: Will be able to apply major concepts of child adolescent development,",BIOL C100
"Child and Adolescent Development, Associate in Arts Degree for Transfer",PSLO 1,"Will be eligible (with appropriate GPA) for seamless transfer into the CSU system to pursue a baccalaureate degree in Child and Adolescent Development or related major. PSLO 2: Will be able to apply major concepts of child adolescent development,",PSYC C118
"Child and Adolescent Development, Associate in Arts Degree for Transfer",PSLO 1,"Will be eligible (with appropriate GPA) for seamless transfer into the CSU system to pursue a baccalaureate degree in Child and Adolescent Development or related major. PSLO 2: Will be able to apply major concepts of child adolescent development,",EDUC C103
"Child and Adolescent Development, Associate in Arts Degree for Transfer",PSLO 1,"Will be eligible (with appropriate GPA) for seamless transfer into the CSU system to pursue a baccalaureate degree in Child and Adolescent Development or related major. PSLO 2: Will be able to apply major concepts of child adolescent development,",EDUC C104
"Child and Adolescent Development, Associate in Arts Degree for Transfer",PSLO 1,"Will be eligible (with appropriate GPA) for seamless transfer into the CSU system to pursue a baccalaureate degree in Child and Adolescent Development or related major. PSLO 2: Will be able to apply major concepts of child adolescent development,",EDUC C200
"Child and Adolescent Development, Associate in Arts Degree for Transfer",PSLO 1,"Will be eligible (with appropriate GPA) for seamless transfer into the CSU system to pursue a baccalaureate degree in Child and Adolescent Development or related major. PSLO 2: Will be able to apply major concepts of child adolescent development,",EDUC C210
"Child and Adolescent Development, Associate in Arts Degree for Transfer",PSLO 1,"Will be eligible (with appropriate GPA) for seamless transfer into the CSU system to pursue a baccalaureate degree in Child and Adolescent Development or related major. PSLO 2: Will be able to apply major concepts of child adolescent development,",ENGL C143
"Child and Adolescent Development, Associate in Arts Degree for Transfer",PSLO 1,"Will be eligible (with appropriate GPA) for seamless transfer into the CSU system to pursue a baccalaureate degree in Child and Adolescent Development or related major. PSLO 2: Will be able to apply major concepts of child adolescent development,",MATH C104
"Communication Studies 2.0, Associate in Arts Degree for Transfer",PSLO 1,"Use written and oral tools to analyze and improve communication in personal, academic, public, and professional interactions. PSLO 2: Effectively deliver oral presentations in a range of settings to diverse audiences. PSLO 3: Construct written mes",
"Economics, Associate in Arts Degree for Transfer",PSLO 1,"Apply fundamental economic concepts and standard economic models to explain the interaction of the major components of the American economy regarding relevant economic issues – i.e., output, employment, growth, inflation, and stabilization policy",ECON C170
"Economics, Associate in Arts Degree for Transfer",PSLO 1,"Apply fundamental economic concepts and standard economic models to explain the interaction of the major components of the American economy regarding relevant economic issues – i.e., output, employment, growth, inflation, and stabilization policy",ECON C175
"Economics, Associate in Arts Degree for Transfer",PSLO 1,"Apply fundamental economic concepts and standard economic models to explain the interaction of the major components of the American economy regarding relevant economic issues – i.e., output, employment, growth, inflation, and stabilization policy",MATH C160
"Economics, Associate in Arts Degree for Transfer",PSLO 1,"Apply fundamental economic concepts and standard economic models to explain the interaction of the major components of the American economy regarding relevant economic issues – i.e., output, employment, growth, inflation, and stabilization policy",MATH C180
"Economics, Associate in Arts Degree for Transfer",PSLO 1,"Apply fundamental economic concepts and standard economic models to explain the interaction of the major components of the American economy regarding relevant economic issues – i.e., output, employment, growth, inflation, and stabilization policy",ACCT C101
"Economics, Associate in Arts Degree for Transfer",PSLO 1,"Apply fundamental economic concepts and standard economic models to explain the interaction of the major components of the American economy regarding relevant economic issues – i.e., output, employment, growth, inflation, and stabilization policy",ACCT C102
"Economics, Associate in Arts Degree for Transfer",PSLO 1,"Apply fundamental economic concepts and standard economic models to explain the interaction of the major components of the American economy regarding relevant economic issues – i.e., output, employment, growth, inflation, and stabilization policy",ENGL C136
"Economics, Associate in Arts Degree for Transfer",PSLO 1,"Apply fundamental economic concepts and standard economic models to explain the interaction of the major components of the American economy regarding relevant economic issues – i.e., output, employment, growth, inflation, and stabilization policy",CIS C111
"Economics, Associate in Arts Degree for Transfer",PSLO 1,"Apply fundamental economic concepts and standard economic models to explain the interaction of the major components of the American economy regarding relevant economic issues – i.e., output, employment, growth, inflation, and stabilization policy",MATH C115
"Economics, Associate in Arts Degree for Transfer",PSLO 1,"Apply fundamental economic concepts and standard economic models to explain the interaction of the major components of the American economy regarding relevant economic issues – i.e., output, employment, growth, inflation, and stabilization policy",MATH C170
"Economics, Associate in Arts Degree for Transfer",PSLO 1,"Apply fundamental economic concepts and standard economic models to explain the interaction of the major components of the American economy regarding relevant economic issues – i.e., output, employment, growth, inflation, and stabilization policy",ECON C110
"Economics, Associate in Arts Degree for Transfer",PSLO 1,"Apply fundamental economic concepts and standard economic models to explain the interaction of the major components of the American economy regarding relevant economic issues – i.e., output, employment, growth, inflation, and stabilization policy",MATH C280
"English, Associate in Arts Degree for Transfer",PSLO 1,"Write well-organized, well-developed expository essays using Standard English, with a clear thesis statement and supporting topic sentences and supporting details. PSLO 2: Search for and find reliable, unbiased sources and use these sources in res",ENGL C102
"English, Associate in Arts Degree for Transfer",PSLO 1,"Write well-organized, well-developed expository essays using Standard English, with a clear thesis statement and supporting topic sentences and supporting details. PSLO 2: Search for and find reliable, unbiased sources and use these sources in res",ENGL C140
"English, Associate in Arts Degree for Transfer",PSLO 1,"Write well-organized, well-developed expository essays using Standard English, with a clear thesis statement and supporting topic sentences and supporting details. PSLO 2: Search for and find reliable, unbiased sources and use these sources in res",ENGL C150
"English, Associate in Arts Degree for Transfer",PSLO 1,"Write well-organized, well-developed expository essays using Standard English, with a clear thesis statement and supporting topic sentences and supporting details. PSLO 2: Search for and find reliable, unbiased sources and use these sources in res",ENGL C155
"English, Associate in Arts Degree for Transfer",PSLO 1,"Write well-organized, well-developed expository essays using Standard English, with a clear thesis statement and supporting topic sentences and supporting details. PSLO 2: Search for and find reliable, unbiased sources and use these sources in res",ENGL C270
"English, Associate in Arts Degree for Transfer",PSLO 1,"Write well-organized, well-developed expository essays using Standard English, with a clear thesis statement and supporting topic sentences and supporting details. PSLO 2: Search for and find reliable, unbiased sources and use these sources in res",ENGL C275
"English, Associate in Arts Degree for Transfer",PSLO 1,"Write well-organized, well-developed expository essays using Standard English, with a clear thesis statement and supporting topic sentences and supporting details. PSLO 2: Search for and find reliable, unbiased sources and use these sources in res",ENGL C145
"English, Associate in Arts Degree for Transfer",PSLO 1,"Write well-organized, well-developed expository essays using Standard English, with a clear thesis statement and supporting topic sentences and supporting details. PSLO 2: Search for and find reliable, unbiased sources and use these sources in res",ENGL C101
"English, Associate in Arts Degree for Transfer",PSLO 1,"Write well-organized, well-developed expository essays using Standard English, with a clear thesis statement and supporting topic sentences and supporting details. PSLO 2: Search for and find reliable, unbiased sources and use these sources in res",ENGL C135
"English, Associate in Arts Degree for Transfer",PSLO 1,"Write well-organized, well-developed expository essays using Standard English, with a clear thesis statement and supporting topic sentences and supporting details. PSLO 2: Search for and find reliable, unbiased sources and use these sources in res",ENGL C136
"English, Associate in Arts Degree for Transfer",PSLO 1,"Write well-organized, well-developed expository essays using Standard English, with a clear thesis statement and supporting topic sentences and supporting details. PSLO 2: Search for and find reliable, unbiased sources and use these sources in res",ENGL C143
"English, Associate in Arts Degree for Transfer",PSLO 1,"Write well-organized, well-developed expository essays using Standard English, with a clear thesis statement and supporting topic sentences and supporting details. PSLO 2: Search for and find reliable, unbiased sources and use these sources in res",ENGL C144
"English, Associate in Arts Degree for Transfer",PSLO 1,"Write well-organized, well-developed expository essays using Standard English, with a clear thesis statement and supporting topic sentences and supporting details. PSLO 2: Search for and find reliable, unbiased sources and use these sources in res",ENGL C146
"English, Associate in Arts Degree for Transfer",PSLO 1,"Write well-organized, well-developed expository essays using Standard English, with a clear thesis statement and supporting topic sentences and supporting details. PSLO 2: Search for and find reliable, unbiased sources and use these sources in res",ENGL C181
"English, Associate in Arts Degree for Transfer",PSLO 1,"Write well-organized, well-developed expository essays using Standard English, with a clear thesis statement and supporting topic sentences and supporting details. PSLO 2: Search for and find reliable, unbiased sources and use these sources in res",ENGL C296
"English, Associate in Arts Degree for Transfer",PSLO 1,"Write well-organized, well-developed expository essays using Standard English, with a clear thesis statement and supporting topic sentences and supporting details. PSLO 2: Search for and find reliable, unbiased sources and use these sources in res",ENGL C297
"English, Associate in Arts Degree for Transfer",PSLO 1,"Write well-organized, well-developed expository essays using Standard English, with a clear thesis statement and supporting topic sentences and supporting details. PSLO 2: Search for and find reliable, unbiased sources and use these sources in res",HUM C100
"English, Associate in Arts Degree for Transfer",PSLO 1,"Write well-organized, well-developed expository essays using Standard English, with a clear thesis statement and supporting topic sentences and supporting details. PSLO 2: Search for and find reliable, unbiased sources and use these sources in res",THEA C101
"English, Associate in Arts Degree for Transfer",PSLO 1,"Write well-organized, well-developed expository essays using Standard English, with a clear thesis statement and supporting topic sentences and supporting details. PSLO 2: Search for and find reliable, unbiased sources and use these sources in res",ENGL C111
"Elementary Teacher Education, Associate in Arts Degree for Transfer",PSLO 1,"Make an informed decision regarding pursuing a multiple subject teaching credential and be eligible for a seamless transfer to a CSU Teacher Preparation Pathway. PSLO 2: Work effectively with students, teachers, parents, colleagues, and administra",EDUC C200
"Elementary Teacher Education, Associate in Arts Degree for Transfer",PSLO 1,"Make an informed decision regarding pursuing a multiple subject teaching credential and be eligible for a seamless transfer to a CSU Teacher Preparation Pathway. PSLO 2: Work effectively with students, teachers, parents, colleagues, and administra",PSYC C116
"Elementary Teacher Education, Associate in Arts Degree for Transfer",PSLO 1,"Make an informed decision regarding pursuing a multiple subject teaching credential and be eligible for a seamless transfer to a CSU Teacher Preparation Pathway. PSLO 2: Work effectively with students, teachers, parents, colleagues, and administra",BIOL C100
"Elementary Teacher Education, Associate in Arts Degree for Transfer",PSLO 1,"Make an informed decision regarding pursuing a multiple subject teaching credential and be eligible for a seamless transfer to a CSU Teacher Preparation Pathway. PSLO 2: Work effectively with students, teachers, parents, colleagues, and administra",BIOL C100L
"Elementary Teacher Education, Associate in Arts Degree for Transfer",PSLO 1,"Make an informed decision regarding pursuing a multiple subject teaching credential and be eligible for a seamless transfer to a CSU Teacher Preparation Pathway. PSLO 2: Work effectively with students, teachers, parents, colleagues, and administra",CHEM C140
"Elementary Teacher Education, Associate in Arts Degree for Transfer",PSLO 1,"Make an informed decision regarding pursuing a multiple subject teaching credential and be eligible for a seamless transfer to a CSU Teacher Preparation Pathway. PSLO 2: Work effectively with students, teachers, parents, colleagues, and administra",PHYS C140
"Elementary Teacher Education, Associate in Arts Degree for Transfer",PSLO 1,"Make an informed decision regarding pursuing a multiple subject teaching credential and be eligible for a seamless transfer to a CSU Teacher Preparation Pathway. PSLO 2: Work effectively with students, teachers, parents, colleagues, and administra",GEOL C105
"Elementary Teacher Education, Associate in Arts Degree for Transfer",PSLO 1,"Make an informed decision regarding pursuing a multiple subject teaching credential and be eligible for a seamless transfer to a CSU Teacher Preparation Pathway. PSLO 2: Work effectively with students, teachers, parents, colleagues, and administra",GEOL C105L
"Elementary Teacher Education, Associate in Arts Degree for Transfer",PSLO 1,"Make an informed decision regarding pursuing a multiple subject teaching credential and be eligible for a seamless transfer to a CSU Teacher Preparation Pathway. PSLO 2: Work effectively with students, teachers, parents, colleagues, and administra",GEOL C106
"Elementary Teacher Education, Associate in Arts Degree for Transfer",PSLO 1,"Make an informed decision regarding pursuing a multiple subject teaching credential and be eligible for a seamless transfer to a CSU Teacher Preparation Pathway. PSLO 2: Work effectively with students, teachers, parents, colleagues, and administra",MATH C104
"Elementary Teacher Education, Associate in Arts Degree for Transfer",PSLO 1,"Make an informed decision regarding pursuing a multiple subject teaching credential and be eligible for a seamless transfer to a CSU Teacher Preparation Pathway. PSLO 2: Work effectively with students, teachers, parents, colleagues, and administra",CMST C110
"Elementary Teacher Education, Associate in Arts Degree for Transfer",PSLO 1,"Make an informed decision regarding pursuing a multiple subject teaching credential and be eligible for a seamless transfer to a CSU Teacher Preparation Pathway. PSLO 2: Work effectively with students, teachers, parents, colleagues, and administra",ENGL C100
"Elementary Teacher Education, Associate in Arts Degree for Transfer",PSLO 1,"Make an informed decision regarding pursuing a multiple subject teaching credential and be eligible for a seamless transfer to a CSU Teacher Preparation Pathway. PSLO 2: Work effectively with students, teachers, parents, colleagues, and administra",ENGL C140
"Elementary Teacher Education, Associate in Arts Degree for Transfer",PSLO 1,"Make an informed decision regarding pursuing a multiple subject teaching credential and be eligible for a seamless transfer to a CSU Teacher Preparation Pathway. PSLO 2: Work effectively with students, teachers, parents, colleagues, and administra",GEOG C100
"Elementary Teacher Education, Associate in Arts Degree for Transfer",PSLO 1,"Make an informed decision regarding pursuing a multiple subject teaching credential and be eligible for a seamless transfer to a CSU Teacher Preparation Pathway. PSLO 2: Work effectively with students, teachers, parents, colleagues, and administra",HIST C161
"Elementary Teacher Education, Associate in Arts Degree for Transfer",PSLO 1,"Make an informed decision regarding pursuing a multiple subject teaching credential and be eligible for a seamless transfer to a CSU Teacher Preparation Pathway. PSLO 2: Work effectively with students, teachers, parents, colleagues, and administra",HIST C170
"Elementary Teacher Education, Associate in Arts Degree for Transfer",PSLO 1,"Make an informed decision regarding pursuing a multiple subject teaching credential and be eligible for a seamless transfer to a CSU Teacher Preparation Pathway. PSLO 2: Work effectively with students, teachers, parents, colleagues, and administra",PSCI C180
"Elementary Teacher Education, Associate in Arts Degree for Transfer",PSLO 1,"Make an informed decision regarding pursuing a multiple subject teaching credential and be eligible for a seamless transfer to a CSU Teacher Preparation Pathway. PSLO 2: Work effectively with students, teachers, parents, colleagues, and administra",ENGL C102
"Elementary Teacher Education, Associate in Arts Degree for Transfer",PSLO 1,"Make an informed decision regarding pursuing a multiple subject teaching credential and be eligible for a seamless transfer to a CSU Teacher Preparation Pathway. PSLO 2: Work effectively with students, teachers, parents, colleagues, and administra",MUS C100
"Elementary Teacher Education, Associate in Arts Degree for Transfer",PSLO 1,"Make an informed decision regarding pursuing a multiple subject teaching credential and be eligible for a seamless transfer to a CSU Teacher Preparation Pathway. PSLO 2: Work effectively with students, teachers, parents, colleagues, and administra",EDUC C103
"Elementary Teacher Education, Associate in Arts Degree for Transfer",PSLO 1,"Make an informed decision regarding pursuing a multiple subject teaching credential and be eligible for a seamless transfer to a CSU Teacher Preparation Pathway. PSLO 2: Work effectively with students, teachers, parents, colleagues, and administra",EDUC C104
"Elementary Teacher Education, Associate in Arts Degree for Transfer",PSLO 1,"Make an informed decision regarding pursuing a multiple subject teaching credential and be eligible for a seamless transfer to a CSU Teacher Preparation Pathway. PSLO 2: Work effectively with students, teachers, parents, colleagues, and administra",ENGL C143
"Elementary Teacher Education, Associate in Arts Degree for Transfer",PSLO 1,"Make an informed decision regarding pursuing a multiple subject teaching credential and be eligible for a seamless transfer to a CSU Teacher Preparation Pathway. PSLO 2: Work effectively with students, teachers, parents, colleagues, and administra",MATH C103
"Elementary Teacher Education, Associate in Arts Degree for Transfer",PSLO 1,"Make an informed decision regarding pursuing a multiple subject teaching credential and be eligible for a seamless transfer to a CSU Teacher Preparation Pathway. PSLO 2: Work effectively with students, teachers, parents, colleagues, and administra",MATH C106
"Elementary Teacher Education, Associate in Arts Degree for Transfer",PSLO 1,"Make an informed decision regarding pursuing a multiple subject teaching credential and be eligible for a seamless transfer to a CSU Teacher Preparation Pathway. PSLO 2: Work effectively with students, teachers, parents, colleagues, and administra",THEA C100
"Elementary Teacher Education, Associate in Arts Degree for Transfer",PSLO 1,"Make an informed decision regarding pursuing a multiple subject teaching credential and be eligible for a seamless transfer to a CSU Teacher Preparation Pathway. PSLO 2: Work effectively with students, teachers, parents, colleagues, and administra",GEOL C105L
"Elementary Teacher Education, Associate in Arts Degree for Transfer",PSLO 1,"Make an informed decision regarding pursuing a multiple subject teaching credential and be eligible for a seamless transfer to a CSU Teacher Preparation Pathway. PSLO 2: Work effectively with students, teachers, parents, colleagues, and administra",GEOL C105 & C105L
"Geography, Associate in Arts Degree for Transfer",PSLO 1,"Utilize geographic concepts and tools to assess the manner in which human societies have shaped the natural environment and the implications of these interactions. PSLO 2: Utilize geographic concepts and tools to analyze the diffusion, evolution,",GEOG C180
"Geography, Associate in Arts Degree for Transfer",PSLO 1,"Utilize geographic concepts and tools to assess the manner in which human societies have shaped the natural environment and the implications of these interactions. PSLO 2: Utilize geographic concepts and tools to analyze the diffusion, evolution,",GEOG C180L
"Geography, Associate in Arts Degree for Transfer",PSLO 1,"Utilize geographic concepts and tools to assess the manner in which human societies have shaped the natural environment and the implications of these interactions. PSLO 2: Utilize geographic concepts and tools to analyze the diffusion, evolution,",GEOG C185
"Geography, Associate in Arts Degree for Transfer",PSLO 1,"Utilize geographic concepts and tools to assess the manner in which human societies have shaped the natural environment and the implications of these interactions. PSLO 2: Utilize geographic concepts and tools to analyze the diffusion, evolution,",GEOG C165
"Geography, Associate in Arts Degree for Transfer",PSLO 1,"Utilize geographic concepts and tools to assess the manner in which human societies have shaped the natural environment and the implications of these interactions. PSLO 2: Utilize geographic concepts and tools to analyze the diffusion, evolution,",GEOG C150
"Geography, Associate in Arts Degree for Transfer",PSLO 1,"Utilize geographic concepts and tools to assess the manner in which human societies have shaped the natural environment and the implications of these interactions. PSLO 2: Utilize geographic concepts and tools to analyze the diffusion, evolution,",GEOG C155
"Geography, Associate in Arts Degree for Transfer",PSLO 1,"Utilize geographic concepts and tools to assess the manner in which human societies have shaped the natural environment and the implications of these interactions. PSLO 2: Utilize geographic concepts and tools to analyze the diffusion, evolution,",GEOG C170
"Geography, Associate in Arts Degree for Transfer",PSLO 1,"Utilize geographic concepts and tools to assess the manner in which human societies have shaped the natural environment and the implications of these interactions. PSLO 2: Utilize geographic concepts and tools to analyze the diffusion, evolution,",GEOG C100
"Geography, Associate in Arts Degree for Transfer",PSLO 1,"Utilize geographic concepts and tools to assess the manner in which human societies have shaped the natural environment and the implications of these interactions. PSLO 2: Utilize geographic concepts and tools to analyze the diffusion, evolution,",ANTH C100
"Geography, Associate in Arts Degree for Transfer",PSLO 1,"Utilize geographic concepts and tools to assess the manner in which human societies have shaped the natural environment and the implications of these interactions. PSLO 2: Utilize geographic concepts and tools to analyze the diffusion, evolution,",GEOL C105
"History, Associate in Arts Degree for Transfer",PSLO 1,"Develop a well-structured argument supported with relevant evidence which evaluates the social, cultural, political and/or economic characteristics of past societies and how and why these characteristics change over time. PSLO 2: Analyze the meani",HIST C170
"History, Associate in Arts Degree for Transfer",PSLO 1,"Develop a well-structured argument supported with relevant evidence which evaluates the social, cultural, political and/or economic characteristics of past societies and how and why these characteristics change over time. PSLO 2: Analyze the meani",HIST C175
"History, Associate in Arts Degree for Transfer",PSLO 1,"Develop a well-structured argument supported with relevant evidence which evaluates the social, cultural, political and/or economic characteristics of past societies and how and why these characteristics change over time. PSLO 2: Analyze the meani",HIST C161
"History, Associate in Arts Degree for Transfer",PSLO 1,"Develop a well-structured argument supported with relevant evidence which evaluates the social, cultural, political and/or economic characteristics of past societies and how and why these characteristics change over time. PSLO 2: Analyze the meani",HIST C180
"History, Associate in Arts Degree for Transfer",PSLO 1,"Develop a well-structured argument supported with relevant evidence which evaluates the social, cultural, political and/or economic characteristics of past societies and how and why these characteristics change over time. PSLO 2: Analyze the meani",HIST C162
"History, Associate in Arts Degree for Transfer",PSLO 1,"Develop a well-structured argument supported with relevant evidence which evaluates the social, cultural, political and/or economic characteristics of past societies and how and why these characteristics change over time. PSLO 2: Analyze the meani",HIST C185
"History, Associate in Arts Degree for Transfer",PSLO 1,"Develop a well-structured argument supported with relevant evidence which evaluates the social, cultural, political and/or economic characteristics of past societies and how and why these characteristics change over time. PSLO 2: Analyze the meani",ANTH C150
"History, Associate in Arts Degree for Transfer",PSLO 1,"Develop a well-structured argument supported with relevant evidence which evaluates the social, cultural, political and/or economic characteristics of past societies and how and why these characteristics change over time. PSLO 2: Analyze the meani",ETHS C122
"History, Associate in Arts Degree for Transfer",PSLO 1,"Develop a well-structured argument supported with relevant evidence which evaluates the social, cultural, political and/or economic characteristics of past societies and how and why these characteristics change over time. PSLO 2: Analyze the meani",HIST C122
"History, Associate in Arts Degree for Transfer",PSLO 1,"Develop a well-structured argument supported with relevant evidence which evaluates the social, cultural, political and/or economic characteristics of past societies and how and why these characteristics change over time. PSLO 2: Analyze the meani",ETHS C123
"History, Associate in Arts Degree for Transfer",PSLO 1,"Develop a well-structured argument supported with relevant evidence which evaluates the social, cultural, political and/or economic characteristics of past societies and how and why these characteristics change over time. PSLO 2: Analyze the meani",HIST C123
"History, Associate in Arts Degree for Transfer",PSLO 1,"Develop a well-structured argument supported with relevant evidence which evaluates the social, cultural, political and/or economic characteristics of past societies and how and why these characteristics change over time. PSLO 2: Analyze the meani",ETHS C233
"History, Associate in Arts Degree for Transfer",PSLO 1,"Develop a well-structured argument supported with relevant evidence which evaluates the social, cultural, political and/or economic characteristics of past societies and how and why these characteristics change over time. PSLO 2: Analyze the meani",SOC C233
"History, Associate in Arts Degree for Transfer",PSLO 1,"Develop a well-structured argument supported with relevant evidence which evaluates the social, cultural, political and/or economic characteristics of past societies and how and why these characteristics change over time. PSLO 2: Analyze the meani",GEOG C100
